ProductID,ProductName,ProductPrice,ProductColor,ImageUrl,baseUrl
0739239001,Skinny Fit Suit Pants,19.99,"Black, Dark blue","https://lp2.hm.com/hmgoepprod?set=source[/8d/bc/8dbcd2c461d20bbe8fd4ab0e16c9549207cf99cd.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0739239001.html
0781758057,Slim Fit Easy-iron Shirt,14.99,"Burgundy/white dotted, White, Black, Light blue","https://lp2.hm.com/hmgoepprod?set=source[/b4/32/b43257f561f2c3670b45dcb6e4754cf831a5e199.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781758057.html
0637411014,Regular Fit Collarless Shirt,24.99,"White, Dark khaki green, Dark blue","https://lp2.hm.com/hmgoepprod?set=source[/32/ae/32ae4e47d7c255f1632683fe2a0d20874cd05321.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0637411014.html
0721390012,Slim Fit Twill Pants,19.99,"Khaki green, Black, Dark blue, Dark gray","https://lp2.hm.com/hmgoepprod?set=source[/04/f8/04f86a12ca045063996310cf3500ebe0cf674c2e.jpg],origin[dam],category[men_trousers_trousers_slim_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0721390012.html
0664647004,Skinny Jeans,34.99,"Black washed out, Black, Black, Light gray","https://lp2.hm.com/hmgoepprod?set=source[/4b/f0/4bf07880f0ac43830f6e3f240988b2cad8d55989.jpg],origin[dam],category[men_jeans_skinny],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0664647004.html
0713995001,Skinny Fit Blazer,69.99,"Dark blue, Black, Light gray melange, Blue melange","https://lp2.hm.com/hmgoepprod?set=source[/4e/26/4e2670b5703776ecc4e076ee5f356fbafcfda60c.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0713995001.html
0714026013,Slim Fit Suit Pants,34.99,"Black, Gray, Dark blue, Blue melange","https://lp2.hm.com/hmgoepprod?set=source[/f5/d8/f5d85e2c8f0f5ce1e89fce386bb46c5d06d820f7.jpg],origin[dam],category[men_trousers_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0714026013.html
0880881001,Checked Shirt Jacket,34.99,"Beige/checked, Black/gray plaid","https://lp2.hm.com/hmgoepprod?set=source[/c2/89/c289f31f95e57ab19c48f13efae65a105f2b29ec.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0880881001.html
0857453003,Slim Fit Twill Shorts,19.99,"Brown, Black, Dark gray, Taupe","https://lp2.hm.com/hmgoepprod?set=source[/f1/b5/f1b5ff217aef9a19cb482fa556df51519b48c171.jpg],origin[dam],category[men_shorts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0857453003.html
0820727001,Patterned Coat,69.99,Beige/plaid,"https://lp2.hm.com/hmgoepprod?set=source[/e5/65/e565b75bddffa275a1aa38b52ba315a0c8105bf3.jpg],origin[dam],category[men_jacketscoats_coats],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0820727001.html
0637411017,Regular Fit Collarless Shirt,24.99,"White, Dark khaki green, Dark blue","https://lp2.hm.com/hmgoepprod?set=source[/3b/c3/3bc39d556c1951311d2319a2234a24543f7ed5d5.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0637411017.html
0634744010,Biker Jacket,59.99,"Dark brown, Black, Brown, Dark gray","https://lp2.hm.com/hmgoepprod?set=source[/f5/f8/f5f8c4ba1e22488ac690d08cd1a26101750d55d7.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0634744010.html
0714026001,Slim Fit Suit Pants,34.99,"Black, Gray, Dark blue, Blue melange","https://lp2.hm.com/hmgoepprod?set=source[/e7/a4/e7a46b85b18b49c1ea78fbd0e23e0d01844d5d17.jpg],origin[dam],category[men_trousers_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0714026001.html
0781758011,Slim Fit Easy-iron Shirt,14.99,"Burgundy/white dotted, White, Black, Light blue","https://lp2.hm.com/hmgoepprod?set=source[/19/ba/19baa1b72bb8bb312561ddacde8553811178ab08.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781758011.html
0781758009,Slim Fit Easy-iron Shirt,14.99,"Burgundy/white dotted, White, Black, Light blue","https://lp2.hm.com/hmgoepprod?set=source[/13/70/13705bc8d04adb5013c48ea1c347a50da16a452b.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781758009.html
0781758049,Slim Fit Easy-iron Shirt,14.99,"Burgundy/white dotted, White, Black, Light blue","https://lp2.hm.com/hmgoepprod?set=source[/3c/f9/3cf964758bb973a4883730a59b0cadb68270efbb.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781758049.html
0761501006,Slim Fit Linen Suit Pants,34.99,"Dark gray, Black, Light beige melange, Dark blue melange","https://lp2.hm.com/hmgoepprod?set=source[/1a/5b/1a5b0d784b568545255078e42f0606db6ae5d8ec.jpg],origin[dam],category[men_blazerssuits_trousers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0761501006.html
0857453002,Slim Fit Twill Shorts,19.99,"Brown, Black, Dark gray, Taupe","https://lp2.hm.com/hmgoepprod?set=source[/7f/2f/7f2f12573e0659792c3c379785794172c2255eff.jpg],origin[dam],category[men_shorts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0857453002.html
0781758006,Slim Fit Easy-iron Shirt,14.99,"Burgundy/white dotted, White, Black, Light blue","https://lp2.hm.com/hmgoepprod?set=source[/ae/1e/ae1eb71e27564fd5988f484a80dee6ffbdd8ec25.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781758006.html
0857448005,Slim Fit Chino Shorts,17.99,"Dark khaki green, Light beige, Black, Pale pink","https://lp2.hm.com/hmgoepprod?set=source[/5d/11/5d11930fbf353d39a4d94e96cae6b009c6c70d9e.jpg],origin[dam],category[men_shorts_chinos],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0857448005.html
0781820002,Muscle Fit Piqué Shirt,17.99,"Dark blue/white dotted, White, Black, Khaki green","https://lp2.hm.com/hmgoepprod?set=source[/df/fc/dffc7ca0b4abda3bc2140a3a84d29bff0a3d35d4.jpg],origin[dam],category[men_shirts_shortsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781820002.html
0857453001,Slim Fit Twill Shorts,19.99,"Brown, Black, Dark gray, Taupe","https://lp2.hm.com/hmgoepprod?set=source[/a0/dd/a0dda912ea5f10ecbc07edf492aa403b59242098.jpg],origin[dam],category[men_shorts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0857453001.html
0634744016,Biker Jacket,59.99,"Dark brown, Black, Brown, Dark gray","https://lp2.hm.com/hmgoepprod?set=source[/1a/42/1a42e1fb0162552b75627427fc25a85e0e05c94c.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0634744016.html
0857448007,Slim Fit Chino Shorts,17.99,"Dark khaki green, Light beige, Black, Pale pink","https://lp2.hm.com/hmgoepprod?set=source[/f3/bb/f3bb2a6b85ef86a5798b8150612b0a21a169fc89.jpg],origin[dam],category[men_shorts_chinos],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0857448007.html
0664647030,Skinny Jeans,34.99,"Black washed out, Black, Black, Light gray","https://lp2.hm.com/hmgoepprod?set=source[/a4/c1/a4c1ad2ad9ad8ff031cf5a033aabee92c7f1551d.jpg],origin[dam],category[men_jeans_skinny],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0664647030.html
0714026016,Slim Fit Suit Pants,34.99,"Black, Gray, Dark blue, Blue melange","https://lp2.hm.com/hmgoepprod?set=source[/fe/7d/fe7decf6d3fdc2ac7bb3e0c6a3b91cdef240840f.jpg],origin[dam],category[men_trousers_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0714026016.html
0826831001,Slim Fit Joggers,29.99,Dark beige,"https://lp2.hm.com/hmgoepprod?set=source[/61/81/618108225381876019eab1c598d0a83ba4ad2bbf.jpg],origin[dam],category[men_trousers_joggers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0826831001.html
0766402019,Slim Fit Joggers,34.99,"Black, Dark gray melange, Dark beige/plaid, Light gray melange","https://lp2.hm.com/hmgoepprod?set=source[/4d/6a/4d6a635640bd4a9de1ee7c9d5a07d1e7cd25e564.jpg],origin[dam],category[men_trousers_joggers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0766402019.html
0859464001,Long Fit T-shirt,12.99,"Black, White, Gray melange","https://lp2.hm.com/hmgoepprod?set=source[/c5/78/c578e32144fd7cbb96b18bc554620f1cf5bf014a.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0859464001.html
0703672011,Regular Fit Short-sleeve Shirt,24.99,"Black/patterned, Light beige/paisley-patterned, White/blue striped","https://lp2.hm.com/hmgoepprod?set=source[/60/fb/60fb64ec895919531f6c35d50fe13bc0d64fe4cb.jpg],origin[dam],category[men_shirts_shortsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0703672011.html
0766402005,Slim Fit Joggers,34.99,"Black, Dark gray melange, Dark beige/plaid, Light gray melange","https://lp2.hm.com/hmgoepprod?set=source[/a1/43/a1431f23a3a87f6e20984930555e459fb9ca5af7.jpg],origin[dam],category[men_trousers_joggers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0766402005.html
0678642019,Printed Hoodie,17.99,Black/Concrete,"https://lp2.hm.com/hmgoepprod?set=source[/8a/fe/8afecb387f3ab7e840bda698bf8bedc8ffb4cf3a.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0678642019.html
0703672010,Regular Fit Short-sleeve Shirt,24.99,"Black/patterned, Light beige/paisley-patterned, White/blue striped","https://lp2.hm.com/hmgoepprod?set=source[/a7/4f/a74fe49a5350ca17e474b45dc912874cb0e92977.jpg],origin[dam],category[men_shirts_shortsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0703672010.html
0766402016,Slim Fit Joggers,34.99,"Black, Dark gray melange, Dark beige/plaid, Light gray melange","https://lp2.hm.com/hmgoepprod?set=source[/89/88/89885a80f7bb15113b755b3fb37e571313d4e53f.jpg],origin[dam],category[men_trousers_joggers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0766402016.html
0800396006,Quilted Cardigan,34.99,"White, Gray melange, Black","https://lp2.hm.com/hmgoepprod?set=source[/9b/0b/9b0b247d2deeff7eaa6d203d2a355053edcd6668.jpg],origin[dam],category[men_cardigansjumpers_cardigans],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0800396006.html
0713995004,Skinny Fit Blazer,69.99,"Dark blue, Black, Light gray melange, Blue melange","https://lp2.hm.com/hmgoepprod?set=source[/55/b7/55b76397eca7d79907a138046f643cbe977724e5.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0713995004.html
